Country,Latitude,Longitude,SiteID,Elevation,SiteName,Distance matrix lakes_Distance,Distance matrix rivers_Distance
Great Britain,51.4326,-0.5181,S3852,0,Staines enclosure,4.336159487,0.703244401
Great Britain,54.503,-1.72356,S3854,181,Stanwick,3.096515238,0.103033589
Great Britain,56.061,-6.19914,S3855,393,Staosnaig,0.824266675,1.026877906
Great Britain,54.2142,-0.4234,S3856,0,Star Carr,4.303664893,0.596327872
Great Britain,55.2151,-4.3847,S3859,120,Starr 1,0.827871517,0.923258268
Great Britain,54.2133,-0.423503,S3860,0,Starr Carr,4.30407523,0.595500539
Great Britain,53.0667,-0.8667,S3866,0,Staythorpe,4.721954474,0.636164582
Great Britain,51.1789,-1.8262,S3876,94,Stonehenge,3.766001161,0.946815172
Ireland,53.0865,-8.2847,S3877,80,Stoney Island,0.802901246,0.48752724
Great Britain,57.4818,-4.1902,S3878,135,Stoneyfield,0.592002722,0.775995851
Great Britain,51.2716,-2.00014,S3886,68,Strawberry Hill,3.845879621,0.749724558
Great Britain,54.566,-0.8615,S3887,0,Street House Farm,3.74456665,0.633536305
Great Britain,55.9147,-4.2723,S3902,88,Summerston,0.293266565,0.784829539
Ireland,53.4006,-7.6103,S3909,58,Sutton,0.973996336,0.265902153
Great Britain,51.1585,-2.8266,S3914,81,Sweet Track,3.782517394,0.485879769
Great Britain,55.4756,-2.8148,S3918,143,Synton Moss,1.634896624,0.115953401
Ireland,52.4042,-8.6113,S3936,40,Tankardstown Site ,0.945460203,0.625861764
Ireland,53.58,-6.6123,S3938,0,Tara,0.401140181,0.519248435
Great Britain,56.1234,-5.4981,S3957,358,Temple Wood,0.134832978,0.874826954
Great Britain,51.3975,-1.2769,S3965,15,Thatcham II,4.070440036,0.570596493
Great Britain,51.3975,-1.2783,S3966,17,Thatcham III,4.070126948,0.570821934
Great Britain,51.3975,-1.2783,S3967,17,Thatcham IV,4.070126948,0.570821934
Great Britain,51.3966,-1.2769,S3968,15,Thatcham Site III,4.069562869,0.57148494
Great Britain,51.3975,-1.2726,S3969,17,Thatcham V,4.071404524,0.569925012
Great Britain,51.3975,-1.2783,S3970,17,Thatcham,4.070126948,0.570821934
Great Britain,55.8228,-2.605,S3972,0,The Dunion,1.602777133,0.228779334
Great Britain,53.3086,-1.206,S3977,69,Thorpe Common,4.314246291,0.506913944
Great Britain,50.4938,-3.6709,S3980,0,Three Holes Cave,3.403590282,1.507332612
Great Britain,51.6358,-0.445,S4000,0,Tolpits Lane,4.552021144,0.501125936
Great Britain,51.638,-0.429,S4001,0,Tolpitts Lane,4.559922858,0.500406772
Ireland,54.7509,-6.4777,S4003,0,Toome Bay,1.229138048,0.005394978
Great Britain,50.4932,-3.6677,S4008,0,Tornewton Cave,3.401656909,1.505648042
Ireland,53.7218,-6.4501,S4018,0,Townley Hall,0.525134231,0.496243453
Great Britain,53.1824,-4.4665,S4046,137,Trwyn Du,1.995196911,1.306213882
Great Britain,51.5803,-0.5335,S4050,0,"Tufa with soils, animal bones, and flint-knapping",4.467589622,0.556799488
Great Britain,58.5347,-3.6009,S4052,0,Tulloch of Assery A,0.951151726,1.816621059
Great Britain,58.5346,-3.6026,S4053,0,Tulloch of Assery B,0.949627452,1.816338467
Great Britain,57.5851,-3.5239,S4054,67,Tulloch Wood,1.01052635,0.89114685
Ireland,54.4531,-7.81,S4055,89,Tully,0.011181245,0.034243485
Great Britain,56.4903,-5.86527,S4074,306,Ulva Cave,0.303607672,1.098701418
Great Britain,50.9124,-3.4439,S4077,84,Underlies presumptive Neo earthen long barrow,3.701707476,1.049816911
Great Britain,56.1394,-5.48399,S4081,216,Upper Largie,0.11429733,0.854191514
Great Britain,51.5325,-2.97031,S4088,96,Uskmouth  ,3.847138031,0.313152668
Great Britain,51.5325,-2.9588,S4089,109,Uskmouth 8,3.85758587,0.302664811
Great Britain,53.2302,-2.1993,S4182,75,Walker's Heath,3.667493843,1.158532138
Great Britain,51.4632,-0.1932,S4186,0,Wandsworth,4.492914021,0.712029129
Great Britain,53.5809,-1.9547,S4196,0,Warcock Hill South,3.574765341,0.806126237
Great Britain,53.5845,-1.9517,S4197,3,Warcock Hill,3.57441796,0.802852255
Great Britain,55.0096,-3.09125,S4198,192,Warden's Dykes,1.779963836,0.584589229
Great Britain,57.0258,-2.4102,S4199,0,Wardend ,1.662674428,1.088914967
Great Britain,51.4091,-1.4248,S4208,12,Wawcott III,4.051304646,0.601247808
Great Britain,51.4055,-1.4177,S4209,12,Wawcott,4.049113578,0.601779877
Great Britain,51.5664,-1.5958,S4210,85,Wayland's Smithy,4.178255347,0.568949259
Great Britain,53.6205,-2.0121,S4211,7,Waystone Edge,3.506004446,0.762821933
Great Britain,54.6805,-1.2244,S4215,0,West Hartlepool,3.378724527,0.452168669
Great Britain,51.5647,-0.1877,S4216,0,West Heath,4.587275363,0.614883684
Great Britain,50.8409,-0.7543,S4220,0,Westhampnett,3.699068013,1.136890908
Great Britain,51.0395,-4.24013,S4221,69,Westward Ho,3.062444083,1.39201677
Great Britain,51.0383,-4.2396,S4222,87,Westwood Ho,3.063650866,1.392598005
Great Britain,53.1035,-1.8566,S4223,38,Wetton Mill,3.986882831,1.059495194
Great Britain,53.2672,-1.2023,S4226,38,Whitwell Long Cairn,4.34367314,0.542569673
Great Britain,51.7729,-0.4055,S4232,0,Willington,4.69410607,0.366646031
Great Britain,51.4401,-1.8748,S4235,40,Windmill Hill,4.021997717,0.810327279
Great Britain,51.567,-4.285,S4241,38,Worms Head Cave,2.690557443,1.049891209
Great Britain,50.9366,-1.9915,S4245,141,Wyke Down,3.511789472,0.957735034
Great Britain,55.5908,-5.50719,S4307,32,Achnasavil,0.620155375,1.196628626
Great Britain,52.23,-0.92,S4333,0,Briar Hill,4.964326435,0.176295388
Great Britain,52.394,-2.762,S4334,127,Bromfield,3.775646045,0.323311921
Great Britain,51.17,-1.81,S4344,79,Coneybury 'Anomaly',3.758736361,0.965294796
Great Britain,50.913,-2.222,S4380,33,Hambledon Hill,3.482863106,0.832043223
Great Britain,51.1831,-1.81,S4392,109,W59 King Barrow Ridge,3.77177023,0.959299797
Great Britain,53.26,-1.94,S4412,23,Lismore Fields,3.814980574,1.021156683
Great Britain,52.865,-4.047,S4428,123,Moel y Gerddi,2.431045751,0.781104051
Great Britain,51.21,-1.86,S4451,143,Robin Hood's Ball,3.793888392,0.90254079
Great Britain,50.7,-2.544,S4455,0,Rowden,3.289034665,0.924957123
Ireland,52.404,-8.611,S4472,37,Tankardstown,0.945663577,0.625595267
Great Britain,51.733,0.739639,S4483,0,The Stumble,4.884222436,0.926270504
Great Britain,51.441,-1.876,S4501,41,Windmill Hill - external features,4.022801783,0.808960037
Great Britain,52.468,1.4514,S4522,5,Ditchingham Broome Heath,4.052600767,1.100018116
Great Britain,52.929,0.496719,S4536,28,"Redgate Hill, Hunstanton",4.9830615,0.195921742
Great Britain,57.8083,-7.0939,S4537,0,Northon,1.540162797,2.609893291
Ireland,52.2513,-9.6539,S4634,104,Ballycarty,0.185823747,1.679608389
Great Britain,54.0948,-0.285883,S4667,0,Caythorpe,4.484285396,0.591175227
Great Britain,51.1735,-1.8097,S4678,78,Coneybury henge,3.76224879,0.96394566
Great Britain,51.1932,-1.78673,S4707,75,Durrington Walls,3.784215381,0.974878368
Great Britain,52.6534,-0.323585,S4730,0,Etton,5.393611779,0.351906533
Great Britain,52.6481,-0.313222,S4731,0,Etton - A151 bypass site,5.404568845,0.342824685
Great Britain,52.6493,-0.319622,S4732,0,Etton Landscape Site 1,5.399313371,0.34652767
Great Britain,52.6493,-0.319622,S4733,0,Etton Landscape Site 2,5.399313371,0.34652767
Great Britain,52.6493,-0.319622,S4734,0,Etton Landscape Site 4,5.399313371,0.34652767
Great Britain,52.6493,-0.319622,S4735,0,Etton Landscape Site 6,5.399313371,0.34652767
Great Britain,52.6493,-0.319622,S4736,0,Etton Landscape Site 7,5.399313371,0.34652767
Great Britain,50.932,-1.9992,S4740,106,Fir tree field,3.506774008,0.955622711
Great Britain,52.3441,0.068639,S4777,3,Haddenham Causewayed enclosure,5.403290144,0.040919959
Great Britain,52.3714,0.083108,S4778,2,Haddenham Long Barrow,5.423520008,0.051382119
Great Britain,55.8747,-6.33256,S4819,0,Killelan farm,1.000109759,0.800077521
Great Britain,59.326,-3.00571,S4856,0,Links of Noltland,1.901582263,2.706950112
Great Britain,50.7089,-2.41207,S4882,10,Mount Pleasant,3.286253502,0.94275869
Great Britain,59.3233,-2.9878,S4917,0,Pierowall quarry,1.913215405,2.709270775
Great Britain,59.2236,-2.67017,S4930,0,Pool,2.105547092,2.72212875
Great Britain,51.4158,-1.85759,S4991,54,Silbury Hill,3.999156362,0.832664491
Great Britain,58.994,-3.20775,S5007,0,Stones of Stenness,1.53414169,2.334917629
Great Britain,59.309,-2.42508,S5034,0,Tofts Ness,2.357935849,2.901185662
Great Britain,51.4086,-1.85111,S5063,53,West Kennet Long Barrow,3.992522328,0.840709245
Great Britain,51.4125,-1.84314,S5064,58,West Kennett Palisade,3.997087903,0.847483767
Great Britain,50.9371,-1.99209,S5067,119,Wyke down henge 2,3.512255755,0.956964591
Ireland,55.036,-7.27964,S5085,265,Thornhill,0.685860159,0.543942541
Ireland,54.6701,-6.15631,S5087,0,Ballyharry,1.50653577,0.263526129
Ireland,54.6519,-8.0821,S5088,188,Drummeny Lower,0.182679765,0.158684785
Ireland,55.0253,-7.2698,S5089,275,Enagh Townland,0.684896264,0.537386941
Ireland,54.0035,-6.76032,S5090,0,Coolfore ,0.849631871,0.077275478
Ireland,52.2576,-9.70116,S5091,95,Cloghers,0.213359618,1.725478946
Great Britain,51.8433,-2.10593,S6139,74,Crickley Hill,4.413756127,0.503359996
Great Britain,51.4033,-1.07551,S6157,67,Abbots Farm,4.125773604,0.546768544
Great Britain,51.2277,-1.73216,S6158,86,Ablington,3.824640223,0.914329126
Great Britain,51.4203,-1.51961,S6159,15,Aldbourne,4.045567715,0.635290821
Great Britain,53.2931,-2.21605,S6160,141,Alderley Edge,3.608308958,1.097837736
Great Britain,51.4055,-1.13011,S6161,48,Aldermaston,4.113515148,0.550358584
Great Britain,50.8126,0.143608,S6162,103,Alfriston,4.087543379,1.43229586
Great Britain,50.7074,-2.42207,S6163,10,Alington Avenue,3.285454738,0.941567695
Great Britain,56.4168,-3.53357,S6164,0,Almond Bank,0.509571463,0.079782621
Great Britain,52.2961,-2.8139,S6165,101,Ambrey,3.745875806,0.217316683
Great Britain,51.1792,-2.83128,S6166,101,Amesbury,3.803710581,0.468035834
Great Britain,53.389,-4.34157,S6167,0,Amlwch,2.133402306,1.34197586
Great Britain,54.2123,-1.11054,S6168,0,Ampleforth Moor,3.750780329,0.20919496
Great Britain,53.2488,0.33,S6169,3,Anderby Creek,5.160832982,0.483507033
Great Britain,54.2383,-1.10538,S6170,0,Antofts Windypit,3.738387107,0.233691899
Great Britain,53.5979,-0.525031,S6171,0,Appleby,4.594179798,0.226121907
Great Britain,51.9095,0.983643,S6172,32,Ardleigh,4.606232309,0.947021783
Great Britain,56.5695,-6.00182,S6173,724,Ardnacross,0.333932539,1.229102881
Great Britain,55.8872,-6.33614,S6174,1,Ardnave,0.999525952,0.809744284
Great Britain,51.1648,-2.82245,S6175,82,Ashcott Heath,3.788029625,0.478564035
Great Britain,56.1874,-3.04418,S6176,0,Ashgrove Farm,1.048801205,0.331470502
Great Britain,53.2791,-1.22754,S6177,40,Ash Tree Cave,4.316714557,0.54300912
Great Britain,52.8574,-1.37318,S6178,34,Aston,4.497321249,0.916029997
Great Britain,52.0086,-0.624495,S6179,0,Aston Mill,4.837859876,0.160827062
Great Britain,56.01,-5.20533,S6180,357,Auchategan,0.236194497,0.74215519
Great Britain,51.4156,-1.85738,S6181,54,Avebury,3.998974394,0.832916595
Great Britain,51.4857,0.224009,S6182,0,Aveley Marshes,4.704916692,0.872153171
Great Britain,56.216,-3.15945,S6183,0,Balbirnie,0.931491297,0.222211827
Great Britain,51.199,-1.49758,S6184,94,Balksbury,3.831389818,0.823133813
Great Britain,54.3709,-4.47411,S6185,0,Ballachrink Farm,1.650407247,1.458354096
Great Britain,54.1625,-4.55051,S6186,0,Ballaquinney Beg,1.855185876,1.665460573
Great Britain,55.3972,-5.66905,S6187,104,Balloch Hill,0.85021699,0.957496425
Great Britain,57.566,-3.98958,S6188,185,Balnagowan,0.642702058,0.845475351
Great Britain,56.6376,-2.64404,S6189,0,Balneaves,1.370802552,0.731742553
Great Britain,50.8044,-2.0485,S6190,4,Barford Farm,3.376972313,1.02030101
Great Britain,52.1154,1.12596,S6191,50,Barham,4.425831207,0.917539164
Great Britain,52.678,-0.371302,S6192,0,Barholm,5.343053326,0.395627897
Great Britain,54.0099,-0.211346,S6193,0,Barmston,4.593527245,0.600834275
Great Britain,52.6493,-0.449238,S6194,0,Barnack,5.311469544,0.415335708
Great Britain,56.0437,-3.32,S6195,0,Barns Farm,0.881245252,0.322230922
Great Britain,54.7464,-4.57467,S6196,0,Barsalloch,1.270964087,1.293230202
Great Britain,51.2615,-1.08497,S6197,212,Basingstoke,3.986780329,0.68887765
Great Britain,51.7109,-1.96961,S6198,82,Bath Gate,4.286155734,0.657728613
Great Britain,52.7499,0.464227,S6199,25,Bawsey,5.018097326,0.081809009
Great Britain,51.4078,-1.90366,S6200,44,Beckhampton Road,3.987635822,0.790116955
Great Britain,50.8251,0.0462,S6201,68,Beddingham,4.045789684,1.390337716
Great Britain,51.3849,-0.135901,S6202,0,Beddington,4.4472322,0.801985376
Great Britain,53.1277,-2.69053,S6203,300,Beeston Castle,3.457624439,0.966975453
Great Britain,51.2362,1.14048,S6204,76,Bekesbourne,4.331016976,1.168630813
Great Britain,51.5408,-1.52123,S6205,54,Bellbarrow,4.164200387,0.537538946
Great Britain,56.473,-5.37587,S6206,376,Benderloch,0.211756404,0.618551537
Great Britain,57.6041,-1.95482,S6207,0,Berrybrae,2.296625106,1.782341806
Great Britain,51.2985,-2.7402,S6208,182,Gorsey Bigbury,3.90743171,0.327051591
Great Britain,52.8859,-0.326349,S6209,0,Billingborough,5.22452149,0.572076507
Great Britain,50.5804,-1.25915,S6210,0,Binnel Point,3.284143301,1.382313644
Great Britain,51.8268,-2.09868,S6211,103,Birdlip bypass,4.39740003,0.511756314
Great Britain,55.1084,-3.66023,S6212,353,Birkhall,1.290087916,0.377152085
Great Britain,54.5927,-3.08811,S6213,318,Birkswood,2.057637306,0.86638314
Great Britain,54.4524,-3.43456,S6214,296,Birrel Sike,1.944833023,0.990985257
Great Britain,50.7867,0.0814091,S6215,34,Bishopstone,4.032059541,1.437369441
Great Britain,56.4426,-5.36992,S6216,143,Black Crofts,0.18714871,0.620439769
Great Britain,50.8687,-0.445123,S6217,0,Blackpatch,3.847797352,1.218143542
Great Britain,55.6458,-3.6654,S6218,139,Blackshouse Burn,0.955232703,0.243482796
Great Britain,51.7463,0.80973,S6219,15,Blackwater Site,4.812994233,0.960887902
Great Britain,56.1396,-4.06013,S6220,0,Blair Drummond,0.380514441,0.578026233
Great Britain,51.1938,-2.79863,S6221,127,Blakeway Farm,3.812734649,0.443549318
Great Britain,53.9082,-2.64396,S6222,46,Bleasdale,2.862458109,0.672502416
Great Britain,55.8049,-6.29821,S6223,0,Borraichill Mor,0.993260067,0.755251311
Great Britain,52.5075,-4.05532,S6224,262,Borth,2.490110625,0.668789915
Great Britain,52.4284,-1.94704,S6225,125,Bournville,4.456661311,0.792603312
Great Britain,54.9539,-3.95685,S6226,19,Bow Hill,1.237265297,0.679302786
Great Britain,54.1198,-0.226511,S6227,0,Boynton,4.520070775,0.652429198
Great Britain,56.6324,-2.60646,S6228,0,Boysack Mill,1.408180013,0.764936138
Great Britain,54.6487,-2.18289,S6229,0,Bracken Rigg,2.666330067,0.208412564
Great Britain,56.6153,-2.77566,S6230,0,Bractullo,1.238570577,0.601910578
Great Britain,51.7435,0.897342,S6231,1,Bradwell Sea,4.728722751,1.017774
Great Britain,56.1048,-5.25827,S6232,139,Brainport Bay,0.127979081,0.702754646
Great Britain,54.6085,-3.46173,S6233,221,Brainthwaite,1.80431676,0.8339364
Great Britain,52.7223,-3.04838,S6234,149,Breiddin,3.439588931,0.42673255
Great Britain,53.0974,-3.53098,S6235,41,Brenig,2.930887162,0.669391062
Great Britain,51.4911,-0.317426,S6236,0,Brentford,4.467062618,0.657829797
Great Britain,51.5926,-4.18014,S6237,68,Breos Cwm Gower,2.761556865,0.950517465
Great Britain,51.107,-1.26715,S6238,99,Bridget's Farm,3.79022299,0.857637325
Great Britain,53.5554,-0.502364,S6239,0,Brigg Raft,4.639077433,0.267049024
Great Britain,53.5554,-0.500852,S6240,0,Brigg Track,4.640222044,0.268319148
Great Britain,54.7923,-4.10462,S6241,110,Brighouse Bay,1.317396155,0.898213416
Great Britain,51.224,-1.70784,S6242,87,Brigmerston Down,3.823943291,0.903021423
Great Britain,52.1148,-4.04924,S6243,65,Bryn Maen,2.624479417,0.619449548
Great Britain,50.4804,-3.60272,S6244,0,Bulleigh Meadow,3.362279771,1.473056882
Great Britain,51.4245,-1.02474,S6245,41,Burghfield,4.160100654,0.523086449
Great Britain,51.4333,-1.00297,S6246,46,Burghfield Cottages,4.17467708,0.514336636
Great Britain,52.4619,0.386273,S6247,0,Burnt Fen,5.113209264,0.136186144
Great Britain,51.1034,-1.27007,S6248,108,Burntwood Farm,3.786022012,0.861502188
Great Britain,50.899,-0.576,S6249,0,Bury Hill,3.820964419,1.136691717
Great Britain,53.2282,0.238385,S6250,1,Butterbump,5.250968829,0.482488599
Great Britain,51.0244,-2.53156,S6251,18,Cadbury Castle,3.610492606,0.607500897
Great Britain,53.2746,-1.59057,S6252,13,Cairnfield,4.049555814,0.749906929
Great Britain,51.5934,-2.74064,S6253,111,Caldicot Castle,4.032822633,0.078644257
Great Britain,55.3632,-1.90691,S6254,0,Callaly Moor,2.436579864,0.433337987
Great Britain,52.4655,-3.84346,S6255,148,Camddwr,2.705676516,0.45437459
Great Britain,51.6274,0.777379,S6256,0,Canewdon,4.863386584,1.033398646
Great Britain,51.5041,-0.708907,S6257,0,Cannon Hill,4.333947466,0.533973539
Great Britain,51.9932,-5.01691,S6258,269,Carne Coch,1.849911083,1.594681099
Great Britain,52.5853,-3.49241,S6259,135,Carneddau,3.022019878,0.175449677
Great Britain,52.0186,-4.82763,S6260,168,Carreg Coetan,1.986647144,1.403704958
Great Britain,52.2906,-0.941316,S6261,0,Castle Brampton,5.017602574,0.240205457
Great Britain,52.6598,-2.38444,S6262,146,Castle Farm,4.016749072,0.675957266
Great Britain,57.6121,-1.85269,S6263,0,Castle Hill,2.392037849,1.814263566
Great Britain,53.5546,-0.508422,S6264,0,Castlethorpe,4.635016868,0.262430205
Great Britain,50.5453,-5.00444,S6265,464,Cataclews,2.975774867,2.267095551
Great Britain,50.6309,-4.62751,S6266,124,Cataclews Barrow,3.109979168,1.954277916
Great Britain,52.9566,-3.49771,S6267,82,Cefn Caer Euni,2.969935441,0.52474804
Great Britain,53.2518,-3.91727,S6268,37,Cefn Coch,2.54622642,0.965603072
Great Britain,51.717,-4.01527,S6269,139,Cefn Drum,2.834410204,0.744013322
Great Britain,51.7097,-3.54592,S6270,7,Cefn Glas,3.251357518,0.439780252
Great Britain,51.5625,-2.7993,S6271,106,Chapeltump,3.990947377,0.144356357
Great Britain,51.286,-2.72996,S6272,146,Charterhouse Warren,3.893618725,0.337130153
Great Britain,55.5276,-1.84157,S6273,0,Chatton Sandyford,2.416857666,0.332210659
Great Britain,58.4218,-4.18492,S6274,65,Chealamy,0.433431383,1.708008238
Great Britain,51.1806,-2.87709,S6275,99,Chilton,3.813104005,0.484883687
Great Britain,50.7358,-1.7775,S6276,1,Christchurch,3.330869821,1.251042496
Great Britain,50.8629,-0.419723,S6277,0,Church Hill,3.853598382,1.234842668
Great Britain,50.7082,-2.43909,S6278,28,Church Street,3.287509569,0.936533555
Great Britain,50.164,-5.54022,S6279,0,Chysauster,3.10997904,2.554844129
Great Britain,50.8589,-0.384335,S6280,0,Cissbury,3.865613324,1.255061225
Great Britain,51.7965,-1.3764,S6281,130,City Farm,4.440959961,0.251691232
Great Britain,57.1671,-7.40273,S6282,0,Cladh Hallan,1.720907498,2.092247977
Great Britain,56.5791,-5.75028,S6283,316,Claggan,0.183555104,0.977380568
Great Britain,54.1981,-4.39169,S6284,0,Clayhead Cairns,1.829885516,1.539656455
Great Britain,53.5674,-0.0307127,S6285,0,Cleethorpes,4.998332524,0.708398818
Great Britain,51.1529,1.38514,S6286,68,Cliffe,4.096213609,1.003097422
Great Britain,54.9829,-3.0752,S6287,72,Clochmabane Stane,1.808786781,0.615171583
Great Britain,51.8516,-0.247371,S6288,0,Codicote,4.826155979,0.322953692
Great Britain,51.4578,-3.24804,S6289,157,Coed Y Cwmdda,3.631184606,0.586133222
Great Britain,51.181,-0.358946,S6290,0,Coldharbour,4.167124704,0.960373725
Great Britain,51.4193,0.354578,S6291,47,Coldharbour Road,4.713538655,0.984540161
Great Britain,56.3051,-3.15083,S6292,0,Collessie,0.907921765,0.183042792
Great Britain,52.7474,-3.15418,S6293,105,Collfryn,3.331513703,0.378707314
Great Britain,50.5096,-4.58127,S6294,44,Colliford Reservoir,3.235187175,2.018881525
Great Britain,50.7965,0.233712,S6295,154,Combe Hill,4.124120358,1.479172227
Great Britain,51.9535,-1.77734,S6296,125,Condicote,4.54178629,0.591685529
Great Britain,56.6301,-3.08245,S6297,0,Cookston Farm,0.932455703,0.315502296
Great Britain,52.3607,-3.74626,S6298,264,Copa Hill,2.827239178,0.348592942
Great Britain,51.881,-3.44281,S6299,179,Corn Du,3.274060849,0.241225905
Great Britain,51.3256,1.35477,S6300,13,Cottington Lane,4.239712846,1.17773701
Great Britain,52.059,-0.709017,S6301,0,Cotton Valley,4.859196209,0.071641257
Great Britain,51.4446,-2.81162,S6302,250,Court Hill,4.028094458,0.225875683
Great Britain,54.0791,-0.540132,S6303,0,Cowlam,4.284421221,0.421855849
Great Britain,51.7538,-4.48643,S6304,286,Coygan Camp,2.418013639,1.137583373
Great Britain,50.8265,-2.05233,S6305,2,Crab Farm,3.398898741,1.000438133
Great Britain,58.3708,-3.40539,S6306,0,Craigna Feich,1.066476471,1.683819437
Great Britain,50.9294,-2.00142,S6307,103,Cranborne Chase,3.504058959,0.955944182
Great Britain,51.4536,-0.966538,S6308,0,Crane Wharf,4.204583836,0.496268126
Great Britain,54.7522,-2.00001,S6309,321,Crawley Edge,2.724329995,0.364792402
Great Britain,56.5095,-4.33698,S6310,110,Creag Caillich,0.044264346,0.186746069
Great Britain,56.5013,-4.33812,S6311,119,Creagna Caillich,0.041032131,0.194881498
Great Britain,52.56,0.76,S6312,42,Cressingham,4.732759246,0.402626963
Great Britain,53.2627,-1.19635,S6313,43,Creswell Crags,4.351122604,0.544223984
Great Britain,50.3317,-5.15208,S6314,0,Crig Mennis,3.097188307,2.523679386
Great Britain,51.6369,0.650577,S6315,0,Crouch Estuary,4.962889965,0.953685454
Great Britain,51.5655,-1.11841,S6316,34,Crowmarsh,4.271247785,0.39070374
Great Britain,55.8841,-5.91971,S6317,0,Cula'Bhaile,0.619284394,1.053722918
Great Britain,57.6387,-3.69029,S6318,79,Culbin Sands,0.838095547,0.916245136
Great Britain,55.7251,-6.46636,S6319,171,Cultoon,1.179288978,0.60904618
Great Britain,51.5258,0.148108,S6320,3,Dagenham Marshes,4.703204283,0.794999201
Great Britain,51.2817,-1.05931,S6321,206,Daneshill,4.013335803,0.667268396
Great Britain,50.6399,-4.6266,S6322,111,Davidstow Moor Site,3.103290544,1.946888658
Great Britain,55.014,-3.79084,S6323,103,Deanston Burn,1.282255625,0.526420324
Great Britain,56.0259,-3.97704,S6324,0,Denny,0.515671494,0.664407749
Great Britain,50.9555,-2.06551,S6325,106,Deverel-Rimbury,3.527318161,0.893081536
Great Britain,51.74,-1.406,S6326,131,Devil's Quoit,4.380042864,0.31187795
Great Britain,51.739,-1.40471,S6327,127,Devil's Quoits,4.379289435,0.311678785
Great Britain,50.8778,-0.200293,S6328,0,Devil Dyke,3.967497822,1.282201197
Great Britain,52.0521,1.27036,S6329,26,Devil Ring Barrow,4.296062494,1.073148604
Great Britain,53.268,-3.54756,S6330,31,Dinorben,2.916289358,0.83987932
Great Britain,56.4146,-5.47126,S6331,249,Distillery Cave,0.22749274,0.725572623
Great Britain,51.6485,-1.15872,S6332,73,Dorchester Cursus,4.341922999,0.313424123
Great Britain,51.92,1.26497,S6333,0,Dovercourt Bay,4.329648357,1.144791375
Great Britain,50.9335,-2.00158,S6334,88,Down Farm,3.508144659,0.952888155
Great Britain,51.382,1.4279,S6335,40,Down Park Estate,4.229891525,1.216660716
Great Britain,55.9717,-2.44226,S6336,0,Dryburn Bridge,1.687769388,0.342126486
Great Britain,56.0614,-3.41824,S6337,0,Dunfermline,0.794348188,0.318916816
Great Britain,54.7775,-1.57864,S6338,0,Durham Milburnegate,3.033895194,0.38458963
Great Britain,51.1973,-1.83683,S6339,72,Durrington down,3.783315454,0.928948567
Great Britain,51.7027,-5.15243,S6340,93,Dyfed,1.94806889,1.786063862
Great Britain,53.2621,-1.60118,S6341,6,Eaglestone,4.050531882,0.766226297
Great Britain,51.1755,-1.73676,S6342,57,Earles Farm,3.772264349,0.959324106
Great Britain,53.6402,0.131541,S6343,1,Easington,5.086048314,0.860136854
Great Britain,54.1647,-0.56316,S6344,0,East Heslerton Wold,4.216016589,0.491967722
Great Britain,51.1903,-2.90304,S6345,83,East Huntspill,3.827408607,0.488253336
Great Britain,51.0758,-1.28895,S6346,87,Easton Lane,3.754686461,0.890963747
Great Britain,51.9867,-0.204238,S6347,0,Ebbsfleet,4.967467054,0.21634958
Great Britain,51.1615,-2.78806,S6348,90,Eclipse,3.779162199,0.4716067
Great Britain,53.1206,-1.85206,S6349,31,Ecton Hill,3.977229176,1.044189012
Great Britain,51.409,-0.303183,S6350,0,Eden Walk,4.397750466,0.741153955
Great Britain,51.1826,-2.85853,S6351,101,Edington Burtle,3.811761722,0.475252319
Great Britain,50.9033,-1.93457,S6352,83,Edmondsham,3.482219545,1.021601224
Great Britain,51.4329,-0.538265,S6353,0,Egham Sports Field,4.329104778,0.692608912
Great Britain,54.4484,-3.54239,S6354,268,Ehenside Tarn,1.886132797,0.995407942
Great Britain,55.5868,-2.70607,S6355,36,Eildon Hill North,1.646412588,0.027618341
Great Britain,53.2414,-4.43843,S6356,28,Eithin,2.02510014,1.318046219
Great Britain,57.9074,-3.9966,S6357,0,Embo,0.450504002,1.1868276
Great Britain,53.0216,-4.07854,S6358,237,Emrys,2.386271572,0.899581541
Great Britain,52.3628,0.564565,S6359,21,Eriswell,4.945626457,0.330528956
Great Britain,54.7007,-3.49763,S6360,772,Ewanrigg,1.708805414,0.741540513
Great Britain,53.162,-1.86537,S6361,61,Fawfieldhead,3.937650567,1.025204126
Great Britain,52.5037,0.493179,S6362,1,Feltwell,5.003150866,0.177859271
Great Britain,52.6387,-0.207213,S6363,0,Fen Dyke,5.484464603,0.304262022
Great Britain,52.574,-0.209843,S6364,0,Fengate,5.510910963,0.241886021
Great Britain,51.637,0.604332,S6365,4,Fenn Creek,4.997240074,0.924301962
Great Britain,50.8103,-0.454149,S6366,0,Ferring,3.791250361,1.266822501
Great Britain,51.4281,-1.02898,S6367,34,Field Farm,4.162374728,0.519583835
Great Britain,52.3566,0.434935,S6368,4,Fifty Farm,5.075151979,0.250735555
Great Britain,52.6708,-1.72343,S6369,104,Fisherwick,4.401808508,0.89067966
Great Britain,50.7074,-2.41925,S6370,5,Flagstones House,3.285254909,0.942301
Great Britain,53.4176,-1.38756,S6371,24,Flat Dyke,4.10509448,0.506058741
