Country,Latitude,Longitude,SiteID,Elevation,SiteName
Great Britain,56.5695,-6.00182,S6173,724,Ardnacross
Great Britain,55.8872,-6.33614,S6174,1,Ardnave
Great Britain,51.1648,-2.82245,S6175,82,Ashcott Heath
Great Britain,56.1874,-3.04418,S6176,0,Ashgrove Farm
Great Britain,53.2791,-1.22754,S6177,40,Ash Tree Cave
Great Britain,52.8574,-1.37318,S6178,34,Aston
Great Britain,52.0086,-0.624495,S6179,0,Aston Mill
Great Britain,56.01,-5.20533,S6180,357,Auchategan
Great Britain,51.4156,-1.85738,S6181,54,Avebury
Great Britain,51.4857,0.224009,S6182,0,Aveley Marshes
Great Britain,56.216,-3.15945,S6183,0,Balbirnie
Great Britain,51.199,-1.49758,S6184,94,Balksbury
Great Britain,54.3709,-4.47411,S6185,0,Ballachrink Farm
Great Britain,54.1625,-4.55051,S6186,0,Ballaquinney Beg
Great Britain,55.3972,-5.66905,S6187,104,Balloch Hill
Great Britain,57.566,-3.98958,S6188,185,Balnagowan
Great Britain,56.6376,-2.64404,S6189,0,Balneaves
Great Britain,50.8044,-2.0485,S6190,4,Barford Farm
Great Britain,52.1154,1.12596,S6191,50,Barham
Great Britain,52.678,-0.371302,S6192,0,Barholm
Great Britain,54.0099,-0.211346,S6193,0,Barmston
Great Britain,52.6493,-0.449238,S6194,0,Barnack
Great Britain,56.0437,-3.32,S6195,0,Barns Farm
Great Britain,54.7464,-4.57467,S6196,0,Barsalloch
Great Britain,51.2615,-1.08497,S6197,212,Basingstoke
Great Britain,51.7109,-1.96961,S6198,82,Bath Gate
Great Britain,52.7499,0.464227,S6199,25,Bawsey
Great Britain,51.4078,-1.90366,S6200,44,Beckhampton Road
Great Britain,50.8251,0.0462,S6201,68,Beddingham
Great Britain,51.3849,-0.135901,S6202,0,Beddington
Great Britain,53.1277,-2.69053,S6203,300,Beeston Castle
Great Britain,51.2362,1.14048,S6204,76,Bekesbourne
Great Britain,51.5408,-1.52123,S6205,54,Bellbarrow
Great Britain,56.473,-5.37587,S6206,376,Benderloch
Great Britain,57.6041,-1.95482,S6207,0,Berrybrae
Great Britain,51.2985,-2.7402,S6208,182,Gorsey Bigbury
Great Britain,52.8859,-0.326349,S6209,0,Billingborough
Great Britain,50.5804,-1.25915,S6210,0,Binnel Point
Great Britain,51.8268,-2.09868,S6211,103,Birdlip bypass
Great Britain,55.1084,-3.66023,S6212,353,Birkhall
Great Britain,54.5927,-3.08811,S6213,318,Birkswood
Great Britain,54.4524,-3.43456,S6214,296,Birrel Sike
Great Britain,50.7867,0.0814091,S6215,34,Bishopstone
Great Britain,56.4426,-5.36992,S6216,143,Black Crofts
Great Britain,50.8687,-0.445123,S6217,0,Blackpatch
Great Britain,55.6458,-3.6654,S6218,139,Blackshouse Burn
Great Britain,51.7463,0.80973,S6219,15,Blackwater Site
Great Britain,56.1396,-4.06013,S6220,0,Blair Drummond
Great Britain,51.1938,-2.79863,S6221,127,Blakeway Farm
Great Britain,53.9082,-2.64396,S6222,46,Bleasdale
Great Britain,55.8049,-6.29821,S6223,0,Borraichill Mor
Great Britain,52.5075,-4.05532,S6224,262,Borth
Great Britain,52.4284,-1.94704,S6225,125,Bournville
Great Britain,54.9539,-3.95685,S6226,19,Bow Hill
Great Britain,54.1198,-0.226511,S6227,0,Boynton
Great Britain,56.6324,-2.60646,S6228,0,Boysack Mill
Great Britain,54.6487,-2.18289,S6229,0,Bracken Rigg
Great Britain,56.6153,-2.77566,S6230,0,Bractullo
Great Britain,51.7435,0.897342,S6231,1,Bradwell Sea
Great Britain,56.1048,-5.25827,S6232,139,Brainport Bay
Great Britain,54.6085,-3.46173,S6233,221,Brainthwaite
Great Britain,52.7223,-3.04838,S6234,149,Breiddin
Great Britain,53.0974,-3.53098,S6235,41,Brenig
Great Britain,51.4911,-0.317426,S6236,0,Brentford
Great Britain,51.5926,-4.18014,S6237,68,Breos Cwm Gower
Great Britain,51.107,-1.26715,S6238,99,Bridget's Farm
Great Britain,53.5554,-0.502364,S6239,0,Brigg Raft
Great Britain,53.5554,-0.500852,S6240,0,Brigg Track
Great Britain,54.7923,-4.10462,S6241,110,Brighouse Bay
Great Britain,51.224,-1.70784,S6242,87,Brigmerston Down
Great Britain,52.1148,-4.04924,S6243,65,Bryn Maen
Great Britain,50.4804,-3.60272,S6244,0,Bulleigh Meadow
Great Britain,51.4245,-1.02474,S6245,41,Burghfield
Great Britain,51.4333,-1.00297,S6246,46,Burghfield Cottages
Great Britain,52.4619,0.386273,S6247,0,Burnt Fen
Great Britain,51.1034,-1.27007,S6248,108,Burntwood Farm
Great Britain,50.899,-0.576,S6249,0,Bury Hill
Great Britain,53.2282,0.238385,S6250,1,Butterbump
Great Britain,51.0244,-2.53156,S6251,18,Cadbury Castle
Great Britain,53.2746,-1.59057,S6252,13,Cairnfield
Great Britain,51.5934,-2.74064,S6253,111,Caldicot Castle
Great Britain,55.3632,-1.90691,S6254,0,Callaly Moor
Great Britain,52.4655,-3.84346,S6255,148,Camddwr
Great Britain,51.6274,0.777379,S6256,0,Canewdon
Great Britain,51.5041,-0.708907,S6257,0,Cannon Hill
Great Britain,51.9932,-5.01691,S6258,269,Carne Coch
Great Britain,52.5853,-3.49241,S6259,135,Carneddau
Great Britain,52.0186,-4.82763,S6260,168,Carreg Coetan
Great Britain,52.2906,-0.941316,S6261,0,Castle Brampton
Great Britain,52.6598,-2.38444,S6262,146,Castle Farm
Great Britain,57.6121,-1.85269,S6263,0,Castle Hill
Great Britain,53.5546,-0.508422,S6264,0,Castlethorpe
Great Britain,50.5453,-5.00444,S6265,464,Cataclews
Great Britain,50.6309,-4.62751,S6266,124,Cataclews Barrow
Great Britain,52.9566,-3.49771,S6267,82,Cefn Caer Euni
Great Britain,53.2518,-3.91727,S6268,37,Cefn Coch
Great Britain,51.717,-4.01527,S6269,139,Cefn Drum
Great Britain,51.7097,-3.54592,S6270,7,Cefn Glas
Great Britain,51.5625,-2.7993,S6271,106,Chapeltump
Great Britain,51.286,-2.72996,S6272,146,Charterhouse Warren
Great Britain,55.5276,-1.84157,S6273,0,Chatton Sandyford
Great Britain,58.4218,-4.18492,S6274,65,Chealamy
Great Britain,51.1806,-2.87709,S6275,99,Chilton
Great Britain,50.7358,-1.7775,S6276,1,Christchurch
Great Britain,50.8629,-0.419723,S6277,0,Church Hill
Great Britain,50.7082,-2.43909,S6278,28,Church Street
Great Britain,50.164,-5.54022,S6279,0,Chysauster
Great Britain,50.8589,-0.384335,S6280,0,Cissbury
Great Britain,51.7965,-1.3764,S6281,130,City Farm
Great Britain,57.1671,-7.40273,S6282,0,Cladh Hallan
Great Britain,56.5791,-5.75028,S6283,316,Claggan
Great Britain,54.1981,-4.39169,S6284,0,Clayhead Cairns
Great Britain,53.5674,-0.0307127,S6285,0,Cleethorpes
Great Britain,51.1529,1.38514,S6286,68,Cliffe
Great Britain,54.9829,-3.0752,S6287,72,Clochmabane Stane
Great Britain,51.8516,-0.247371,S6288,0,Codicote
Great Britain,51.4578,-3.24804,S6289,157,Coed Y Cwmdda
Great Britain,51.181,-0.358946,S6290,0,Coldharbour
Great Britain,51.4193,0.354578,S6291,47,Coldharbour Road
Great Britain,56.3051,-3.15083,S6292,0,Collessie
Great Britain,52.7474,-3.15418,S6293,105,Collfryn
Great Britain,50.5096,-4.58127,S6294,44,Colliford Reservoir
Great Britain,50.7965,0.233712,S6295,154,Combe Hill
Great Britain,51.9535,-1.77734,S6296,125,Condicote
Great Britain,56.6301,-3.08245,S6297,0,Cookston Farm
Great Britain,52.3607,-3.74626,S6298,264,Copa Hill
Great Britain,51.881,-3.44281,S6299,179,Corn Du
Great Britain,51.3256,1.35477,S6300,13,Cottington Lane
Great Britain,52.059,-0.709017,S6301,0,Cotton Valley
Great Britain,51.4446,-2.81162,S6302,250,Court Hill
Great Britain,54.0791,-0.540132,S6303,0,Cowlam
Great Britain,51.7538,-4.48643,S6304,286,Coygan Camp
Great Britain,50.8265,-2.05233,S6305,2,Crab Farm
Great Britain,58.3708,-3.40539,S6306,0,Craigna Feich
Great Britain,50.9294,-2.00142,S6307,103,Cranborne Chase
Great Britain,51.4536,-0.966538,S6308,0,Crane Wharf
Great Britain,54.7522,-2.00001,S6309,321,Crawley Edge
Great Britain,56.5095,-4.33698,S6310,110,Creag Caillich
Great Britain,56.5013,-4.33812,S6311,119,Creagna Caillich
Great Britain,52.56,0.76,S6312,42,Cressingham
Great Britain,53.2627,-1.19635,S6313,43,Creswell Crags
Great Britain,50.3317,-5.15208,S6314,0,Crig Mennis
Great Britain,51.6369,0.650577,S6315,0,Crouch Estuary
Great Britain,51.5655,-1.11841,S6316,34,Crowmarsh
Great Britain,55.8841,-5.91971,S6317,0,Cula'Bhaile
Great Britain,57.6387,-3.69029,S6318,79,Culbin Sands
Great Britain,55.7251,-6.46636,S6319,171,Cultoon
Great Britain,51.5258,0.148108,S6320,3,Dagenham Marshes
Great Britain,51.2817,-1.05931,S6321,206,Daneshill
Great Britain,50.6399,-4.6266,S6322,111,Davidstow Moor Site
Great Britain,55.014,-3.79084,S6323,103,Deanston Burn
Great Britain,56.0259,-3.97704,S6324,0,Denny
Great Britain,50.9555,-2.06551,S6325,106,Deverel-Rimbury
Great Britain,51.74,-1.406,S6326,131,Devil's Quoit
Great Britain,51.739,-1.40471,S6327,127,Devil's Quoits
Great Britain,50.8778,-0.200293,S6328,0,Devil Dyke
Great Britain,52.0521,1.27036,S6329,26,Devil Ring Barrow
Great Britain,53.268,-3.54756,S6330,31,Dinorben
Great Britain,56.4146,-5.47126,S6331,249,Distillery Cave
Great Britain,51.6485,-1.15872,S6332,73,Dorchester Cursus
Great Britain,51.92,1.26497,S6333,0,Dovercourt Bay
Great Britain,50.9335,-2.00158,S6334,88,Down Farm
Great Britain,51.382,1.4279,S6335,40,Down Park Estate
Great Britain,55.9717,-2.44226,S6336,0,Dryburn Bridge
Great Britain,56.0614,-3.41824,S6337,0,Dunfermline
Great Britain,54.7775,-1.57864,S6338,0,Durham Milburnegate
Great Britain,51.1973,-1.83683,S6339,72,Durrington down
Great Britain,51.7027,-5.15243,S6340,93,Dyfed
Great Britain,53.2621,-1.60118,S6341,6,Eaglestone
Great Britain,51.1755,-1.73676,S6342,57,Earles Farm
Great Britain,53.6402,0.131541,S6343,1,Easington
Great Britain,54.1647,-0.56316,S6344,0,East Heslerton Wold
Great Britain,51.1903,-2.90304,S6345,83,East Huntspill
Great Britain,51.0758,-1.28895,S6346,87,Easton Lane
Great Britain,51.9867,-0.204238,S6347,0,Ebbsfleet
Great Britain,51.1615,-2.78806,S6348,90,Eclipse
Great Britain,53.1206,-1.85206,S6349,31,Ecton Hill
Great Britain,51.409,-0.303183,S6350,0,Eden Walk
Great Britain,51.1826,-2.85853,S6351,101,Edington Burtle
Great Britain,50.9033,-1.93457,S6352,83,Edmondsham
Great Britain,51.4329,-0.538265,S6353,0,Egham Sports Field
Great Britain,54.4484,-3.54239,S6354,268,Ehenside Tarn
Great Britain,55.5868,-2.70607,S6355,36,Eildon Hill North
Great Britain,53.2414,-4.43843,S6356,28,Eithin
Great Britain,57.9074,-3.9966,S6357,0,Embo
Great Britain,53.0216,-4.07854,S6358,237,Emrys
Great Britain,52.3628,0.564565,S6359,21,Eriswell
Great Britain,54.7007,-3.49763,S6360,772,Ewanrigg
Great Britain,53.162,-1.86537,S6361,61,Fawfieldhead
Great Britain,52.5037,0.493179,S6362,1,Feltwell
Great Britain,52.6387,-0.207213,S6363,0,Fen Dyke
Great Britain,52.574,-0.209843,S6364,0,Fengate
Great Britain,51.637,0.604332,S6365,4,Fenn Creek
Great Britain,50.8103,-0.454149,S6366,0,Ferring
Great Britain,51.4281,-1.02898,S6367,34,Field Farm
Great Britain,52.3566,0.434935,S6368,4,Fifty Farm
Great Britain,52.6708,-1.72343,S6369,104,Fisherwick
Great Britain,50.7074,-2.41925,S6370,5,Flagstones House
Great Britain,53.4176,-1.38756,S6371,24,Flat Dyke
Great Britain,57.5984,-4.49349,S6372,208,Fodderty
Great Britain,51.853,-3.83836,S6373,120,Foel Fawr
Great Britain,50.706,-2.4277,S6374,5,Fordington Farm
Great Britain,57.3292,-1.9784,S6375,0,Forvie
Great Britain,51.7239,-2.3113,S6376,127,Frocester Court
Great Britain,52.2296,-3.23003,S6377,35,Fronddyrys
Great Britain,52.2442,-3.94824,S6378,158,Fulbrook
Great Britain,56.1739,-3.40627,S6379,0,Gairneybank
Great Britain,50.6669,-1.3745,S6380,0,Gallibury Down
Great Britain,54.0015,-0.753415,S6381,0,Garrowby
Great Britain,51.1634,-2.76663,S6382,107,Glastonbury
Great Britain,54.4631,-0.558894,S6383,0,GnipeHowe
Great Britain,52.8708,-4.06537,S6384,181,Goedog
Great Britain,51.7396,0.723238,S6385,6,Goldhanger
Great Britain,53.0194,-4.29465,S6386,367,Graenog
Great Britain,53.0488,-3.53223,S6387,44,Graig Fechan
Great Britain,55.9738,-2.89579,S6388,0,Grainfoot
Great Britain,56.6539,-3.75364,S6389,91,Grandtully
Great Britain,54.4952,-1.08279,S6390,0,Great Ayton Moor
Great Britain,51.5926,-4.18014,S6391,68,Great Carn
Great Britain,54.4556,-3.13383,S6392,564,Great Langdale
Great Britain,53.3291,-3.86216,S6393,0,Great Orme
Great Britain,51.4977,-3.09491,S6394,65,Great Wharf
Great Britain,55.6777,-3.25321,S6395,59,Green Knowe
Great Britain,54.9585,-3.95239,S6396,13,Greenlaw
Great Britain,52.2462,-0.72117,S6397,0,Grendon   
Great Britain,50.7136,-2.43488,S6398,38,Greyhound Yard
Great Britain,53.9709,-0.755857,S6399,0,Grimthorpe
Great Britain,54.1191,-0.23879,S6400,0,Grindale Barrow
Great Britain,54.2335,-0.319847,S6401,0,Gristhorpe
Great Britain,51.9185,-1.86185,S6403,98,Guiting
Great Britain,51.8654,-3.14599,S6404,56,Gwernvale
Great Britain,50.23,-5.37959,S6405,0,Gwithian
Great Britain,52.3528,0.0690328,S6406,1,Haddenham
Great Britain,51.3526,0.448824,S6407,1,Halling
Great Britain,50.8789,-0.692144,S6408,0,Halnaker Hill
Great Britain,50.9573,-0.977591,S6409,0,Hampshire
Great Britain,54.5194,-2.64736,S6410,63,Hardendale Nab
Great Britain,53.8434,-1.88599,S6411,8,Harden Moor
Great Britain,55.6786,-3.25007,S6412,54,Harehope Cairn
Great Britain,53.2152,-1.56867,S6413,10,Harland
Great Britain,50.5374,-4.99638,S6414,423,Harlyn Bay
Great Britain,52.8195,0.61513,S6415,63,Harpley
Great Britain,54.4541,-3.10603,S6416,489,Harrison Stickle
Great Britain,52.1279,0.0717558,S6417,15,Harston-Manor Farm
Great Britain,51.1373,-0.564772,S6418,0,Hascombe
Great Britain,51.3497,-2.37481,S6419,113,Hay Bath
Great Britain,50.739,-3.43011,S6420,74,Hayes Farm
Great Britain,50.4215,-3.75279,S6421,0,Hazard Hill
Great Britain,51.4095,-0.685694,S6422,0,Heatherwood
Great Britain,50.4227,-4.73019,S6423,134,Helman Tor
Great Britain,52.867,-1.32105,S6424,4,Hemington Field
Great Britain,51.4042,-1.90223,S6425,46,Hemp Knoll
Great Britain,52.52,0.404159,S6426,0,Hemplands Farm
Great Britain,51.4255,-1.04342,S6427,32,Heron House
Great Britain,54.1759,-0.594945,S6428,0,Heslerton
Great Britain,51.7415,0.679891,S6429,3,Heybridge
Great Britain,54.2741,-3.3915,S6430,198,High Hyton
Great Britain,50.6653,-3.26937,S6431,47,High Peak
Great Britain,52.4883,0.498194,S6432,2,Hill Close
Great Britain,53.4402,-0.170761,S6433,0,Hoe Hill
Great Britain,53.0617,-1.63438,S6434,14,Hognaston
Great Britain,52.2573,-2.25788,S6435,141,Holt
Great Britain,51.1638,-2.83672,S6436,89,Honeygore
Great Britain,50.8268,-0.161076,S6437,0,Hove
Great Britain,55.4472,-1.62529,S6438,0,Howick Heugh
Great Britain,52.9291,0.495243,S6439,28,Hunstanton
Great Britain,52.3373,-0.590825,S6440,0,Huntingdon Race course
Great Britain,52.3301,-0.588129,S6441,0,Irthlingborough
Great Britain,58.7453,-2.91586,S6442,0,Isbister
Great Britain,50.8273,0.045245,S6443,67,Itford Hill
Great Britain,54.6434,-2.08059,S6444,0,Jackscar Cave
Great Britain,51.777,1.12,S6445,4,Jaywick
Great Britain,53.1297,-0.150953,S6446,0,Jeffs Farm
Great Britain,51.229,-1.58749,S6447,102,Kalis Corner
Great Britain,56.9281,-2.33191,S6448,0,Keabog
Great Britain,54.3569,-0.979692,S6449,0,Kemp Howe
Great Britain,55.782,-6.35953,S6450,133,Kentraw
Great Britain,51.4791,-0.300584,S6451,0,Kew
Great Britain,50.5293,-4.79717,S6452,82,Killibury
Great Britain,50.7453,0.229859,S6453,93,Kilncombe
Great Britain,50.7835,-2.22698,S6454,0,Kingston
Great Britain,51.9754,-1.56902,S6455,143,King Stone
Great Britain,54.0031,-0.498535,S6456,0,Kirkburn
Great Britain,55.3004,-2.03937,S6457,0,Kirkhill
Great Britain,50.7621,-1.93335,S6458,0,Knighton Heath
Great Britain,56.5931,-2.98694,S6459,0,Knockenny Farm
Great Britain,51.9768,-2.50962,S6460,197,Lambscott
Great Britain,52.5614,-3.03717,S6461,130,Lan Fawr
Great Britain,52.0567,-0.831615,S6462,0,Lanting
Great Britain,53.0979,-2.28677,S6463,126,Lawton
Great Britain,51.1538,-1.4323,S6464,98,Leckford Estate
Great Britain,58.7884,-2.94971,S6465,0,Liddle Far
Great Britain,53.1151,-1.77438,S6466,16,Liffs Low
Great Britain,53.3209,-2.27025,S6467,102,Lindow Moss
Great Britain,51.7737,1.10973,S6468,4,Lion Point
Great Britain,52.538,0.35796,S6469,1,Littleport
Great Britain,52.3565,0.257215,S6470,1,Little Thetford
Great Britain,51.7856,0.472214,S6471,39,Little Waltham
Great Britain,53.218,-4.10751,S6472,90,Llandegai
Great Britain,56.4141,-3.53347,S6473,0,Loanleven
Great Britain,55.1052,-3.56602,S6474,380,Locharbriggs
Great Britain,56.3882,-5.4186,S6475,484,Loch Nell
Great Britain,51.7507,0.706514,S6476,7,Loftsfarm
Great Britain,53.6097,-1.98941,S6477,8,Lominot
Great Britain,50.8742,-0.676633,S6478,0,Long Down
Great Britain,52.5521,-2.85404,S6479,137,Long Mynd
Great Britain,51.7325,-5.11684,S6480,99,Longstone Field
Great Britain,52.539,-0.267775,S6481,0,Longville
Great Britain,54.091,-0.284322,S6482,0,Low Claythorpe
Great Britain,53.3498,-1.8077,S6483,9,Mam Tor
Great Britain,54.154,-2.76895,S6484,372,Manor Farm
Great Britain,51.5394,-0.501686,S6485,0,Mansfield Farm
Great Britain,51.3367,1.37569,S6486,39,Manston
Great Britain,51.4963,0.276403,S6487,4,Mar Dyke
Great Britain,50.7073,-2.43766,S6488,23,Maumbury Rings
Great Britain,51.6975,0.767002,S6489,2,Maylandsea
Great Britain,51.1758,-2.79402,S6490,104,Meare
Great Britain,51.1469,-2.81497,S6491,105,Meare Heath
Great Britain,51.174,-2.80115,S6492,82,Meare Lake
Great Britain,52.8268,-3.4502,S6493,82,Melangell Church
Great Britain,52.6877,-2.75163,S6494,64,Meole Brace
Great Britain,52.4185,-1.98088,S6495,153,Merritts Brook
Great Britain,52.5436,0.434965,S6496,2,Methwold Severals
Great Britain,52.8652,-4.62234,S6497,395,Meyllteyrn
Great Britain,51.1249,-1.25257,S6498,74,Micheldever Wood
Great Britain,56.6495,-2.60348,S6499,0,Middle Brighty Farm
Great Britain,50.7072,-2.46316,S6500,22,Middle Farm
Great Britain,57.8873,-4.32786,S6501,0,Migdale
Great Britain,50.8566,-0.226685,S6502,0,Mile Oak
Great Britain,55.5951,-2.09681,S6503,0,Milfield South
Great Britain,55.5285,-1.86059,S6504,0,Millstone Hill
Great Britain,51.3185,-1.71298,S6505,98,Milton Hill Farm
Great Britain,52.051,-0.804045,S6506,0,Milton Keynes
Great Britain,51.75,-1.43354,S6507,138,Mingie Ditch
Great Britain,52.8583,-4.10877,S6508,311,Mochras
Great Britain,50.9559,0.734104,S6509,12,Mockbeggar Rye
Great Britain,51.8691,-3.46131,S6510,104,Modrydd
Great Britain,52.8647,-4.05468,S6511,134,Moel Gerddi Ardudwy
Great Britain,51.4608,-0.272471,S6512,0,Mortla
Great Britain,56.4206,-2.86412,S6513,0,Morton
Great Britain,54.4852,-2.0,S6514,399,Moss Mire
Great Britain,51.6665,-1.15548,S6515,80,Mount Farm
Great Britain,51.5035,0.413682,S6516,29,Mucking
Great Britain,55.7398,-2.05575,S6517,0,Murton High Crags
Great Britain,55.9793,-3.66048,S6518,49,Myerhaed
Great Britain,52.8373,-4.62214,S6519,444,Mynydd Rhiw lleyn
Great Britain,50.2693,-5.26166,S6520,0,Nancecuke
Great Britain,51.704,-3.57177,S6521,38,Nant
Great Britain,53.3373,-3.39686,S6522,51,Nant Hall
Great Britain,51.218,-1.84535,S6523,128,Netheravon
Great Britain,51.5661,-3.99438,S6524,9,Newton Cliffs
Great Britain,53.7136,-0.498252,S6525,0,North Ferriby
Great Britain,56.3261,-3.73696,S6526,39,North Mains
Great Britain,51.9337,-1.80363,S6527,120,Oak Cow Common
Great Britain,52.6759,-0.717531,S6528,0,Oakham
Great Britain,54.107,-0.404517,S6529,0,Octon Wold
Great Britain,51.2645,-1.70758,S6530,106,Old Coach Road
Great Britain,51.707,-0.322447,S6531,0,Old Parkbury
Great Britain,55.5672,-2.11259,S6532,0,Old Yeavering
Great Britain,58.0169,-4.41586,S6533,0,Ord North
Great Britain,52.5562,-0.284334,S6534,0,Orton Gravel Complex
Great Britain,51.309,0.195376,S6535,68,Otford
Great Britain,50.8183,-2.0371,S6536,0,Pamphill Lodge farm
Great Britain,51.9208,-4.74437,S6537,363,Parc Maen
Great Britain,52.2514,-1.57222,S6538,104,Park Farm
Great Britain,54.8809,-4.07493,S6539,69,Park of Tongland
Great Britain,51.8331,-2.11031,S6540,69,Peak Camp
Great Britain,50.4458,-4.03261,S6541,0,peatmonolith
Great Britain,51.8838,-3.43564,S6542,227,Pen Fan
Great Britain,51.6836,-3.40614,S6543,45,Penrhiwcradoc
Great Britain,50.3087,-4.7853,S6544,120,Pentewan Valley
Great Britain,51.9759,-3.23618,S6545,15,Pen Wyrlod
Great Britain,50.7595,-2.43248,S6546,0,Piddle Down
Great Britain,54.4557,-3.1215,S6547,516,Pike of Stickle
Great Britain,53.5649,-2.90602,S6548,435,Pilling
Great Britain,53.2609,-1.20087,S6549,34,Pinhole Cave
Great Britain,52.4318,-4.02125,S6551,222,Plas Gogerddan
Great Britain,52.4707,-3.72558,S6552,133,Plynlimon
Great Britain,50.0099,-5.14213,S6553,0,Poldowrian
Great Britain,51.5188,-3.56395,S6554,51,Pond Cairn
Great Britain,51.704,-4.0393,S6555,139,Pontardulais
Great Britain,50.7486,-1.91919,S6556,0,Poole Barrow
Great Britain,50.8547,-1.0793,S6557,125,Portsdown
Great Britain,51.3305,-2.00575,S6558,67,Potterne
Great Britain,50.6874,-2.66117,S6559,0,Puncknowle
Great Britain,51.468,-0.214606,S6560,0,Putney
Great Britain,50.8909,-0.175608,S6561,0,Pyecombe
Great Britain,52.2177,-0.521415,S6562,0,Radwell
Great Britain,54.0503,-0.698483,S6563,0,Raisthorpe Manor
Great Britain,51.5751,-1.5454,S6564,84,Rams Hill
Great Britain,53.2782,-1.58453,S6565,20,Ramsley Moor
Great Britain,52.3442,-0.568579,S6566,0,Raunds
Great Britain,52.1314,-0.75368,S6567,0,Ravenstone
Great Britain,50.8603,-0.173957,S6569,0,Red Hill
Great Britain,53.227,-0.554292,S6570,0,Redlands Farm
Great Britain,56.7399,-2.824,S6571,0,Reswallie Mains
Great Britain,57.0162,-6.27894,S6572,230,Rhum
Great Britain,53.2054,-3.20688,S6573,120,Rhydymwyn
Great Britain,53.8108,-2.53463,S6574,43,Ribchester
Great Britain,51.7204,-0.0265771,S6575,0,Rimbury
Great Britain,52.2849,0.630443,S6576,39,Risby
Great Britain,50.7152,-3.53422,S6577,147,River Exe
Great Britain,54.0838,-4.61451,S6578,0,Roaldsway
Great Britain,51.7459,0.720722,S6579,6,Rook Hall
Great Britain,57.4654,-7.21729,S6580,449,Rosinish
Great Britain,55.1793,-3.46212,S6581,185,Ross Mains
Great Britain,50.9744,-2.07122,S6582,188,Rotherley
Great Britain,51.705,-1.6859,S6583,197,Roughground Farm
Great Britain,50.5913,-4.62531,S6584,54,Rough Tor South
Great Britain,52.2631,-1.5765,S6585,100,Roxton
Great Britain,55.9593,-2.61512,S6586,0,Ruchlaw Mains
Great Britain,55.8467,-3.24428,S6587,164,Rullion Green
Great Britain,52.3471,-1.45531,S6588,47,Ryton
Great Britain,50.4485,-4.03272,S6589,0,Saddlesborough
Great Britain,51.3225,-3.01185,S6590,93,Sandcliff
Great Britain,52.5219,-1.96609,S6591,83,Sandwell Park
Great Britain,52.6349,-3.15712,S6592,105,Sarn-y-Bryn-Calod
Great Britain,54.2601,-0.564456,S6593,0,Sawdon Moor
Great Britain,56.4228,-3.40734,S6594,0,Scone Wood
Great Britain,54.2633,-0.46452,S6595,0,Seamer Moor Barrow
Great Britain,51.0809,-2.97659,S6596,74,Sedgemoor
Great Britain,51.1585,-2.82662,S6597,81,Shapwicjheath
Great Britain,52.2537,-1.47257,S6598,61,Sharmer Farm
Great Britain,54.184,-0.393,S6599,0,Sharpe Howes
Great Britain,52.6905,-2.728,S6600,55,Sharpstones Hill
Great Britain,50.4529,-4.03855,S6601,0,Shaugh Moor
Great Britain,50.7853,-2.51074,S6602,27,Shearplace Hill
Great Britain,52.9701,-1.0201,S6603,6,Shelford
Great Britain,50.3428,-4.0029,S6604,0,Shelter Cave
Great Britain,58.2244,-6.19009,S6605,86,Sheshader
Great Britain,57.5083,-5.64643,S6606,292,Shieldaig
Great Britain,51.0416,0.303982,S6607,105,Shinewater Park
Great Britain,51.5393,0.784828,S6608,8,Shoebury
Great Britain,53.2273,-0.366999,S6609,0,Short Ferry
Great Britain,51.2018,-1.87402,S6610,119,Shrewton
Great Britain,51.4929,-0.447021,S6611,0,Sipson Lane
Great Britain,55.8043,-6.38919,S6612,278,Sithean
Great Britain,55.97,-2.43583,S6613,0,Skateraw
Great Britain,52.5142,-1.01111,S6614,1,Smeeton
Great Britain,51.2662,-1.69036,S6616,90,Snail Down
Great Britain,55.0157,-3.02446,S6617,213,Solway Moss
Great Britain,51.1463,-2.90076,S6618,65,Somerset Levels
Great Britain,56.6862,-6.4555,S6619,95,Sorisdale
Great Britain,52.5288,0.412022,S6620,0,Southery Fen
Great Britain,53.4375,-2.5736,S6621,338,Southworth Hall Farm
Great Britain,50.9262,-0.507245,S6622,0,Sparrite Farm
Great Britain,54.9949,-3.86503,S6623,50,Spottes Burn
Great Britain,51.7452,0.512027,S6624,38,Springfield Lyons
Great Britain,53.7944,-0.170425,S6625,0,Sproatley
Great Britain,52.0564,1.11163,S6626,1,Sproughton
Great Britain,52.8404,-0.712691,S6627,0,Sproxton
Great Britain,53.9541,-1.07947,S6628,0,St George's Field
Great Britain,51.6171,-4.91818,S6629,4,Stackpole
Great Britain,55.4504,-2.07748,S6630,0,Standrop Rigg
Great Britain,50.5983,-4.637,S6631,66,Stannon Downs
Great Britain,51.9023,0.214004,S6632,75,Stanstead Brook
Great Britain,52.3282,-0.583773,S6633,0,Stanwick South
Great Britain,51.4698,-3.38804,S6634,92,St Donats
Great Britain,50.6979,-2.54943,S6635,0,Steepleton
Great Britain,50.9094,-2.20911,S6636,32,Stepleton
Great Britain,50.7164,-2.4179,S6637,13,Stinsford
Great Britain,57.8157,-8.56947,S6638,0,St Kilda
Great Britain,52.5215,0.135922,S6639,2,Stonea
Great Britain,51.1838,-1.83831,S6640,109,Stonehenge Cursus
